64,Machine-Shoulder-Press,The Machine Shoulder Press offers a stable platform to build shoulder strength with safety and consistency.,Machine Shoulder Press,Machine,Eccentric/Concentric,8,90-180° shoulder flexion,1,1,1,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/machine-shoulder-press.gif?resize=600%2C600&ssl=1
65,Monkey-Row,The Monkey Row is an unconventional upper-body exercise that challenges coordination and strength with a playful twist.,Monkey Row,Barbell/Dumbbells,Eccentric/Concentric,2,45-90° shoulder extension,1,1,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/monkey-row.gif?resize=526%2C526&ssl=1
66,One-Arm-Landmine-Press,The One Arm Landmine Press is a unilateral movement that builds shoulder stability and core strength through focused pressing.,One Arm Landmine Press,Landmine/Barbell,Eccentric/Concentric,4,45-135° shoulder flexion,2,2,2,true,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/landmine-press.gif?resize=600%2C600&ssl=1
67,Overhead-Press,The Overhead Press is a fundamental lift that builds overall shoulder and upper-body strength with efficiency and versatility.,Overhead Press,Barbell/Dumbbells,Eccentric/Concentric,10,90-180° shoulder flexion,2,3,3,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Overhead-press-exercise.gif?resize=600%2C600&ssl=1
68,Plate-Front-Raise,The Plate Front Raise is a straightforward exercise that targets the anterior delts using a weight plate for a different grip challenge.,Plate Front Raise,Weight Plate,Eccentric/Concentric,5,0-90° shoulder flexion,2,3,1,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Plate-front-raise.gif?resize=600%2C600&ssl=1
69,Power-Jerk,The Power Jerk is an explosive movement that combines lower-body drive with an overhead press to develop dynamic shoulder power.,Power Jerk,Barbell,Special (explosive),6,90-180° shoulder flexion,3,3,3,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/power-jerk.gif?resize=600%2C600&ssl=1
70,Push-Press,"The Push Press uses leg drive to help propel a weight overhead, making it a dynamic exercise for building explosive shoulder strength.",Push Press,Barbell/Dumbbells,Special (explosive),8,90-180° shoulder flexion,2,3,3,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/push-press.gif?resize=600%2C600&ssl=1
71,Reverse-Cable-Fly,"The Reverse Cable Fly isolates the rear delts with controlled tension, enhancing shoulder definition and stability.",Reverse Cable Fly,Cable Machine,Eccentric/Concentric,7,45-90° shoulder horizontal abduction,1,1,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/08/Reverse-cable-fly.gif?resize=600%2C600&ssl=1
72,Reverse-Dumbbell-Flyes,"The Reverse Dumbbell Flyes target the rear delts through a free-weight movement, supporting balanced shoulder development.",Reverse Dumbbell Flyes,Dumbbells,Eccentric/Concentric,8,45-90° shoulder horizontal abduction,2,2,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Reverse-dumbbell-flyes.gif?resize=600%2C600&ssl=1
73,Reverse-Machine-Fly,"The Reverse Machine Fly provides guided resistance to isolate the rear delts, ensuring a smooth and controlled contraction.",Reverse Machine Fly,Machine,Eccentric/Concentric,6,45-90° shoulder horizontal abduction,1,1,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/reverse-machine-fly.gif?resize=600%2C600&ssl=1
74,Seated-Dumbbell-Shoulder-Press,The Seated Dumbbell Shoulder Press offers a stable setting to build shoulder strength while minimizing lower-body involvement.,Seated Dumbbell Shoulder Press,Dumbbells/Bench,Eccentric/Concentric,7,90-180° shoulder flexion,2,3,2,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Seated-dumbbell-shoulder-press.gif?resize=600%2C600&ssl=1
75,Seated-Barbell-Overhead-Press,The Seated Barbell Overhead Press is a controlled upper-body movement that builds shoulder and triceps strength efficiently.,Seated Barbell Overhead Press,Barbell/Bench,Eccentric/Concentric,6,90-180° shoulder flexion,2,3,3,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Seated-barbell-overhead-press.gif?resize=600%2C600&ssl=1
76,Seated-Smith-Machine-Shoulder-Press,The Seated Smith Machine Shoulder Press provides guided support to safely build shoulder strength with consistent form.,Seated Smith Machine Shoulder Press,Smith Machine,Eccentric/Concentric,5,90-180° shoulder flexion,1,2,2,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/smith-machine-shoulder-press.gif?resize=600%2C600&ssl=1
77,Snatch-Grip-Behind-the-Neck-Press,The Snatch Grip Behind the Neck Press is a challenging variation that emphasizes shoulder and upper back strength with a wide grip.,Snatch Grip Behind the Neck Press,Barbell,Eccentric/Concentric,2,90-180° shoulder abduction,3,3,3,false,true,Lateral Delts,Lateral Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/snatch-grip-behind-the-neck-press.gif?resize=600%2C600&ssl=1
78,Squat-Jerk,"The Squat Jerk combines a deep squat with an explosive overhead press, testing lower-body stability and shoulder power in one fluid movement.",Squat Jerk,Barbell,Special (explosive),3,90-180° shoulder flexion,3,3,3,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/squat-jerk.gif?resize=600%2C600&ssl=1
79,Split-Jerk,"The Split Jerk is an Olympic lift that splits the legs for stability while driving a weight overhead, showcasing dynamic shoulder strength.",Split Jerk,Barbell,Special (explosive),4,90-180° shoulder flexion,3,3,3,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/split-jerk.gif?resize=600%2C600&ssl=1
80,Barbell-Curl,The Barbell Curl is a classic bicep exercise celebrated for its simplicity and effectiveness in building arm strength.,Barbell Curl,Barbell,Eccentric/Concentric,10,0-130° elbow flexion,2,2,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Barbell-biceps-curl.gif?resize=600%2C600&ssl=1
81,Barbell-Preacher-Curl,"The Barbell Preacher Curl isolates the biceps with a guided, seated position for focused arm development.",Barbell Preacher Curl,Barbell/Preacher Bench,Eccentric/Concentric,8,30-130° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/preacher-curl-barbell.gif?resize=600%2C600&ssl=1
82,Bayesian-Curl,The Bayesian Curl is a unique bicep exercise that challenges coordination and muscle control in a novel and engaging way.,Bayesian Curl,Bodyweight/Cables,Eccentric/Concentric,1,0-120° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/Bayesian-curls.gif?resize=600%2C600&ssl=1
83,Bodyweight-Curl,"The Bodyweight Curl is a functional exercise that uses your own mass to target the biceps, making it accessible and practical.",Bodyweight Curl,Bodyweight,Eccentric/Concentric,3,0-90° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Bodyweight-curls.gif?resize=600%2C600&ssl=1
84,Cable-Crossover-Bicep-Curl,"The Cable Crossover Bicep Curl maintains constant tension on the arms, promoting balanced development through controlled movement.",Cable Crossover Bicep Curl,Cable Machine,Eccentric/Concentric,6,0-130° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/bamsecurls.gif?resize=600%2C600&ssl=1
85,Cable-Curl-with-Bar,"The Cable Curl with Bar offers smooth, adjustable resistance for consistent bicep engagement throughout the movement.",Cable Curl with Bar,Cable Machine/Bar,Eccentric/Concentric,7,0-130° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-curl-with-handle.gif?resize=600%2C600&ssl=1
86,Cable-Curl-with-Rope,"The Cable Curl with Rope allows for a natural range of motion and grip variation, effectively targeting the biceps.",Cable Curl with Rope,Cable Machine/Rope,Eccentric/Concentric,5,0-120° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-curl-with-rope.gif?resize=600%2C600&ssl=1
87,Concentration-Curl,The Concentration Curl is a focused exercise that isolates each bicep for precise muscle engagement and balanced development.,Concentration Curl,Dumbbell,Eccentric/Concentric,9,30-130° elbow flexion,1,1,1,true,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Concentration-curl.gif?resize=600%2C600&ssl=1
88,Drag-Curl,"The Drag Curl is a variation that emphasizes bicep contraction by keeping the elbows back, challenging your form and muscle control.",Drag Curl,Barbell,Eccentric/Concentric,4,45-130° elbow flexion,2,2,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/drag-curl.gif?resize=600%2C600&ssl=1
89,Dumbbell-Curl,The Dumbbell Curl is a timeless exercise for building bicep strength with unilateral control and natural movement.,Dumbbell Curl,Dumbbells,Eccentric/Concentric,10,0-130° elbow flexion,2,2,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Hantelcurl.gif?resize=600%2C600&ssl=1
90,Dumbbell-Preacher-Curl,"The Dumbbell Preacher Curl offers an isolated, seated position for each arm, allowing focused development of the biceps.",Dumbbell Preacher Curl,Dumbbell/Preacher Bench,Eccentric/Concentric,7,30-130° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Preacher-Curl.gif?resize=600%2C600&ssl=1
91,Hammer-Curl,"The Hammer Curl is popular for targeting both the biceps and forearms, promoting a balanced and functional arm workout.",Hammer Curl,Dumbbells,Eccentric/Concentric,8,0-120° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Hammer-curl.gif?resize=600%2C600&ssl=1
92,Incline-Dumbbell-Curl,The Incline Dumbbell Curl provides an extended range of motion that intensifies bicep engagement and overall arm strength.,Incline Dumbbell Curl,Dumbbell/Incline Bench,Eccentric/Concentric,6,0-130° elbow flexion,2,2,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Incline-Dumbbell-Curl.gif?resize=600%2C600&ssl=1
93,Machine-Bicep-Curl,The Machine Bicep Curl offers guided resistance for a controlled and consistent bicep workout.,Machine Bicep Curl,Machine,Eccentric/Concentric,8,0-120° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Machine-biceps-curl.gif?resize=600%2C600&ssl=1
94,Resistance-Band-Curl,"The Resistance Band Curl uses elastic tension to target the biceps, making it a versatile and accessible exercise.",Resistance Band Curl,Resistance Bands,Eccentric/Concentric,5,0-110° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/resistance-band-curl.gif?resize=600%2C600&ssl=1
95,Spider-Curl,"The Spider Curl is performed on an incline bench to keep tension constant, effectively isolating the biceps for muscle activation.",Spider Curl,Dumbbell/Preacher Bench,Eccentric/Concentric,6,30-130° elbow flexion,1,1,1,false,false,Biceps,Biceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/spider-curl-does-whatever-a-spider-curl-does-2.gif?resize=600%2C600&ssl=1
96,Barbell-Standing-Triceps-Extension,"The Barbell Standing Triceps Extension is a straightforward exercise that isolates the triceps with controlled, overhead movement.",Barbell Standing Triceps Extension,Barbell,Eccentric/Concentric,7,90-180° elbow extension,2,2,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Standing-Triceps-Extension.gif?resize=600%2C600&ssl=1
97,Barbell-Incline-Triceps-Extension,"The Barbell Incline Triceps Extension targets the triceps from a unique angle, enhancing muscle engagement during the movement.",Barbell Incline Triceps Extension,Barbell/Incline Bench,Eccentric/Concentric,4,90-180° elbow extension,2,2,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2025/03/Incline-Bench-SkullCrushers.gif?resize=600%2C600&ssl=1
98,Barbell-Lying-Triceps-Extension,"The Barbell Lying Triceps Extension is a classic movement that isolates the triceps, building arm strength with focused effort.",Barbell Lying Triceps Extension,Barbell/Bench,Eccentric/Concentric,9,90-180° elbow extension,1,1,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Lying-Tricep-Extension.gif?resize=600%2C600&ssl=1
99,Bench-Dip,"The Bench Dip is a practical bodyweight exercise that develops the triceps and chest, suitable for beginners and advanced trainees alike.",Bench Dip,Parallel Bars/Bench,Eccentric/Concentric,6,70-180° elbow extension,3,3,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/12/C7251A7B-7A1B-47AE-A88C-7054692BCEF0.gif?resize=600%2C600&ssl=1
100,Crossbody-Cable-Triceps-Extension,The Crossbody Cable Triceps Extension offers controlled resistance to target the triceps with a slight twist for added definition.,Crossbody Cable Triceps Extension,Cable Machine,Eccentric/Concentric,5,90-180° elbow extension,1,1,1,true,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/Crossbody-Cable-Triceps-Extension.gif?resize=600%2C600&ssl=1
101,Close-Grip-Push-Up,"The Close Grip Push Up emphasizes the triceps and chest with a narrow hand position, making it a simple yet effective bodyweight exercise.",Close Grip Push Up,Floor,Eccentric/Concentric,8,60-180° elbow extension,2,2,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/close-grip-push-up.gif?resize=600%2C600&ssl=1
102,Dumbbell-Lying-Triceps-Extension,"The Dumbbell Lying Triceps Extension isolates the triceps with a controlled movement, allowing for focused muscle development.",Dumbbell Lying Triceps Extension,Dumbbell/Bench,Eccentric/Concentric,8,90-180° elbow extension,1,1,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/Lying-Dumbbell-Triceps-Extension-1.gif?resize=600%2C600&ssl=1
103,Dumbbell-Standing-Triceps-Extension,The Dumbbell Standing Triceps Extension offers unilateral control to effectively build arm strength through a straightforward movement.,Dumbbell Standing Triceps Extension,Dumbbell,Eccentric/Concentric,6,90-180° elbow extension,2,2,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Standing-Triceps-Extension.gif?resize=600%2C600&ssl=1
104,Overhead-Cable-Triceps-Extension,"The Overhead Cable Triceps Extension provides continuous tension on the triceps, making it a popular choice for isolation work.",Overhead Cable Triceps Extension,Cable Machine,Eccentric/Concentric,7,90-180° elbow extension,1,1,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/cable-rope-overhead-triceps-extension.gif?resize=600%2C652&ssl=1
105,Tate-Press,The Tate Press is a unique triceps exercise that emphasizes the inner head for a targeted contraction and arm definition.,Tate Press,Dumbbells,Eccentric/Concentric,3,45-120° elbow extension,2,2,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2025/03/tate-press.gif?resize=700%2C700&ssl=1
106,Triceps-Bodyweight-Extension,"The Triceps Bodyweight Extension uses your own mass to engage the triceps, making it an accessible option for building arm strength.",Triceps Bodyweight Extension,Bodyweight,Eccentric/Concentric,2,90-180° elbow extension,1,1,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Bodyweight-triceps-extension.gif?resize=600%2C600&ssl=1
107,Tricep-Pushdown-with-Bar,"The Tricep Pushdown with Bar is a classic machine exercise that isolates the triceps through a controlled, downward motion.",Tricep Pushdown with Bar,Cable Machine/Bar,Eccentric/Concentric,10,90-180° elbow extension,1,1,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/triceps-pushdown-with-straight-handle.gif?resize=600%2C600&ssl=1
108,Tricep-Pushdown-with-Rope,"The Tricep Pushdown with Rope allows for a full range of motion and increased triceps activation, offering a versatile alternative for arm training.",Tricep Pushdown with Rope,Cable Machine/Rope,Eccentric/Concentric,9,90-180° elbow extension,1,1,1,false,false,Triceps,Triceps,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/triceps-pushdown-with-rope.gif?resize=600%2C600&ssl=1
109,Air-Squat,"The Air-Squat is a foundational bodyweight exercise that improves leg strength and mobility, and it’s widely used in functional training.",Air Squat,Bodyweight,Eccentric/Concentric,5,90-180° knee flexion,1,1,1,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Air-squat.gif?resize=600%2C600&ssl=1
110,Barbell-Hack-Squat,The Barbell Hack Squat is a popular lower-body exercise that targets the quads and glutes while offering a controlled movement that minimizes lower-back strain.,Barbell Hack Squat,Barbell,Eccentric/Concentric,4,90-160° knee flexion,2,2,2,false,true,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/04/Barbell-Hack-Squat-Exercise.gif?resize=600%2C600&ssl=1
111,Barbell-Lunge,"The Barbell Lunge is a versatile exercise that builds leg strength and balance, making it a staple for functional fitness routines.",Barbell Lunge,Barbell,Eccentric/Concentric,7,90-150° knee flexion,2,2,2,true,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Lunge.gif?resize=600%2C600&ssl=1
112,Barbell-Walking-Lunges,"The Barbell Walking Lunges are well-regarded for developing dynamic leg strength and stability, proving useful in both performance and everyday activities.",Barbell Walking Lunges,Barbell,Eccentric/Concentric,6,90-150° knee flexion,3,3,2,true,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Barbell-walking-lunges.gif?resize=600%2C600&ssl=1
113,Belt-Squats,"The Belt Squat is a joint-friendly exercise that isolates the lower body without stressing the spine, making it ideal for both strength building and rehabilitation.",Belt Squats,Belt Squat Machine,Eccentric/Concentric,3,90-180° knee flexion,1,1,1,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/belt-squat.gif?resize=600%2C600&ssl=1
114,Body-Weight-Lunge,"The Body Weight Lunge is a simple and effective movement that enhances balance and leg strength, often recommended for beginners and rehab.",Body Weight Lunge,Bodyweight,Eccentric/Concentric,5,90-150° knee flexion,1,1,1,true,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/Bodyweight-Lunge-exercise.gif?resize=600%2C600&ssl=1
115,Bodyweight-Leg-Curl,"The Bodyweight Leg Curl is a functional exercise aimed at engaging the hamstrings, valued for its simplicity and ease of use.",Bodyweight Leg Curl,Bodyweight/Slider,Eccentric/Concentric,3,45-135° knee flexion,2,2,1,false,false,Hamstrings,Hamstrings,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/01/body-weight-leg-curl.gif?resize=600%2C600&ssl=1
116,Box-Jump,"The Box Jump is a plyometric exercise celebrated for boosting explosive power and agility, frequently featured in athletic conditioning.",Box Jump,Box,Eccentric/Concentric,7,90-180° knee flexion,3,3,2,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/box-jump.gif?resize=600%2C600&ssl=1
117,Box-Squat,"The Box Squat is a controlled squat variation that emphasizes proper technique and power development, earning respect in strength training circles.",Box Squat,Barbell/Box,Eccentric/Concentric,5,90-160° knee flexion,2,2,2,false,true,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Box-Squat.gif?resize=600%2C600&ssl=1
118,Bulgarian-Split-Squat,The Bulgarian Split Squat is a highly regarded unilateral exercise that improves balance and leg strength while addressing muscle imbalances.,Bulgarian Split Squat,Dumbbells/Barbell,Eccentric/Concentric,8,90-150° knee flexion,2,2,2,true,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Bulgarian-split-squat-barbell.gif?resize=600%2C600&ssl=1
119,Chair-Squats,"The Chair Squat is a beginner-friendly exercise that develops leg strength and stability, making it a common choice in rehabilitation programs.",Chair Squats,Chair,Eccentric/Concentric,2,90-150° knee flexion,1,1,1,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/chair-squats.gif?resize=600%2C600&ssl=1
120,Dumbbell-Lunge,"The Dumbbell Lunge is a practical exercise for building leg strength and balance, offering versatility for both novice and experienced lifters.",Dumbbell Lunge,Dumbbells,Eccentric/Concentric,7,90-150° knee flexion,2,2,2,true,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Lunge.gif?resize=600%2C600&ssl=1
121,Dumbbell-Squat,The Dumbbell Squat is a straightforward lower-body exercise that improves functional strength with a manageable load.,Dumbbell Squat,Dumbbells,Eccentric/Concentric,6,90-180° knee flexion,2,2,2,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/dumbbell-squat.gif?resize=600%2C600&ssl=1
122,Front-Squat,"The Front Squat is a respected movement that emphasizes quadriceps engagement and core stability, popular among those focused on technical strength.",Front Squat,Barbell,Eccentric/Concentric,9,90-180° knee flexion,2,2,3,false,true,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/09/Front-squat.gif?resize=600%2C595&ssl=1
123,Glute-Ham-Raise,"The Glute Ham Raise is a challenging exercise that strengthens the posterior chain, earning a solid reputation for improving hamstring and glute function.",Glute Ham Raise,Glute-Ham Machine,Eccentric/Concentric,4,45-135° knee flexion,3,3,2,false,false,Hamstrings,Hamstrings,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/glute-ham-raise.gif?resize=600%2C600&ssl=1
124,Goblet-Squat,"The Goblet Squat is a well-regarded exercise for developing lower-body strength and teaching proper squat mechanics, perfect for many training levels.",Goblet Squat,Dumbbell/Kettlebell,Eccentric/Concentric,7,90-180° knee flexion,1,1,1,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Goblet-squat.gif?resize=600%2C600&ssl=1
125,Hack-Squat-Machine,"The Hack Squat Machine is a reliable option for targeting the quadriceps through a guided movement, appreciated for its safety and ease of use.",Hack Squat Machine,Hack Squat Machine,Eccentric/Concentric,6,90-160° knee flexion,1,1,1,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/hack-squat-machine.gif?resize=600%2C600&ssl=1
126,Half-Body-Weight-Squats,"The Half Body Weight Squats offer a gentle introduction to squatting that builds leg strength and endurance with a reduced load, making them ideal for rehab.",Half Body Weight Squats,Bodyweight,Eccentric/Concentric,2,90-150° knee flexion,1,1,1,false,false,Quads,Quads,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/half-air-squats.gif?resize=600%2C600&ssl=1
127,Hip-Adduction-Machine,The Hip Adduction Machine is a targeted exercise that strengthens the inner thighs and is commonly used for both conditioning and injury prevention.,Hip Adduction Machine,Machine,Eccentric/Concentric,5,45-90° hip adduction,1,1,1,false,false,Adductors,Adductors,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/hip-adduction-machine.gif?resize=600%2C600&ssl=1
